-2.158105742749905076e+00,2.397895269722117584e-01,2.397895269722118139e-01,2.397895269722118139e-01,2.397895269722118416e-01,2.397895269722118694e-01,2.397895269722119249e-01,2.397895269722118972e-01,2.397895269722119527e-01,2.397895269722119527e-01
2.397895269722117584e-01,-2.158105742749905076e+00,2.397895269722118139e-01,2.397895269722118139e-01,2.397895269722118416e-01,2.397895269722118694e-01,2.397895269722119249e-01,2.397895269722119249e-01,2.397895269722119527e-01,2.397895269722119249e-01
2.397895269722118139e-01,2.397895269722118139e-01,-2.158105742749905520e+00,2.397895269722118416e-01,2.397895269722118139e-01,2.397895269722118139e-01,2.397895269722119527e-01,2.397895269722119527e-01,2.397895269722119527e-01,2.397895269722119527e-01
2.397895269722118139e-01,2.397895269722118139e-01,2.397895269722118416e-01,-2.158105742749906408e+00,2.397895269722118416e-01,2.397895269722118694e-01,2.397895269722119527e-01,2.397895269722119527e-01,2.397895269722119527e-01,2.397895269722119527e-01
2.397895269722118139e-01,2.397895269722118139e-01,2.397895269722118139e-01,2.397895269722118694e-01,-2.158105742749906408e+00,2.397895269722118139e-01,2.397895269722118972e-01,2.397895269722118972e-01,2.397895269722119527e-01,2.397895269722119527e-01
2.397895269722118139e-01,2.397895269722118139e-01,2.397895269722118139e-01,2.397895269722118694e-01,2.397895269722118139e-01,-2.158105742749906408e+00,2.397895269722119527e-01,2.397895269722119527e-01,2.397895269722119527e-01,2.397895269722119527e-01
2.397895269722118139e-01,2.397895269722118139e-01,2.397895269722118972e-01,2.397895269722119527e-01,2.397895269722119249e-01,2.397895269722119527e-01,-2.158105742749906408e+00,2.397895269722119527e-01,2.397895269722119804e-01,2.397895269722119527e-01
2.397895269722118139e-01,2.397895269722118139e-01,2.397895269722119249e-01,2.397895269722119527e-01,2.397895269722119249e-01,2.397895269722119527e-01,2.397895269722119527e-01,-2.158105742749906408e+00,2.397895269722119804e-01,2.397895269722119527e-01
2.397895269722118694e-01,2.397895269722118972e-01,2.397895269722119249e-01,2.397895269722119527e-01,2.397895269722119527e-01,2.397895269722119527e-01,2.397895269722119527e-01,2.397895269722119527e-01,-2.158105742749907296e+00,2.397895269722119804e-01
2.397895269722119527e-01,2.397895269722119527e-01,2.397895269722119527e-01,2.397895269722119527e-01,2.397895269722119527e-01,2.397895269722119527e-01,2.397895269722119804e-01,2.397895269722119804e-01,2.397895269722119804e-01,-2.158105742749906852e+00
